:ID,:LABEL,entity_type,canonical_name,normalized_name,aliases,source_types,source_records:int,properties_json
Disease::伴有支气管痉挛的肺部疾病,Disease,Disease,伴有支气管痉挛的肺部疾病,伴有支气管痉挛的肺部疾病,伴有支气管痉挛的肺部疾病,structured,4,{}
Disease::伴有骨质溶解和或骨质减少的骨痛,Disease,Disease,伴有骨质溶解和/或骨质减少的骨痛,伴有骨质溶解和或骨质减少的骨痛,伴有骨质溶解和/或骨质减少的骨痛,structured,1,{}
Disease::伴躯体障碍抑郁症,Disease,Disease,伴躯体障碍抑郁症,伴躯体障碍抑郁症,伴躯体障碍抑郁症,pdf,2,{}
Disease::低心输出量综合症,Disease,Disease,低心输出量综合症,低心输出量综合症,低心输出量综合症,pdf,1,{}
Disease::低氧血症,Disease,Disease,低氧血症,低氧血症,低氧血症,structured,1,{}
Disease::低灌注状态,Disease,Disease,低灌注状态,低灌注状态,低灌注状态,structured,1,{}
Disease::低磷血症,Disease,Disease,低磷血症,低磷血症,低磷血症,structured,2,{}
Disease::低磷酸血症,Disease,Disease,低磷酸血症,低磷酸血症,低磷酸血症,structured,2,{}
Disease::低蛋白血症,Disease,Disease,低蛋白血症,低蛋白血症,低蛋白血症,pdf|structured|unstructured,4,{}
Disease::低血压,Disease,Disease,低血压,低血压,低血压,pdf|structured|unstructured,13,{}
Disease::低血容量,Disease,Disease,低血容量,低血容量,低血容量,structured,1,{}
Disease::低血磷性维生素d抵抗型佝偻病,Disease,Disease,低血磷性维生素D抵抗型佝偻病,低血磷性维生素d抵抗型佝偻病,低血磷性维生素D抵抗型佝偻病,structured,1,{}
Disease::低血糖,Disease,Disease,低血糖,低血糖,低血糖,pdf|structured|unstructured,9,{}
Disease::低钙血症,Disease,Disease,低钙血症,低钙血症,低钙血症,pdf,1,{}
Disease::低钠血症,Disease,Disease,低钠血症,低钠血症,低钠血症,unstructured,1,{}
Disease::低钾,Disease,Disease,低钾,低钾,低钾,unstructured,1,{}
Disease::低钾血症,Disease,Disease,低钾血症,低钾血症,低钾血症,pdf|structured|unstructured,11,{}
Disease::佐埃综合征,Disease,Disease,佐-埃综合征,佐埃综合征,佐-埃综合征,pdf,2,{}
Disease::体位性低血压,Disease,Disease,体位性低血压,体位性低血压,体位性低血压,structured,1,{}
Disease::体倦乏力,Disease,Disease,体倦乏力,体倦乏力,体倦乏力,structured,3,{}
Disease::体弱感冒,Disease,Disease,体弱感冒,体弱感冒,体弱感冒,structured,1,{}
Disease::体弱感冒风寒,Disease,Disease,体弱感冒风寒,体弱感冒风寒,体弱感冒风寒,structured,1,{}
Disease::体液潴留,Disease,Disease,体液潴留,体液潴留,体液潴留,structured,1,{}
Disease::体癣,Disease,Disease,体癣,体癣,体癣,structured,1,{}
Disease::体虚,Disease,Disease,体虚,体虚,体虚,structured,1,{}
Disease::体虚感冒,Disease,Disease,体虚感冒,体虚感冒,体弱感冒风寒|体虚感冒,structured,1,{}
Disease::体虚易倦,Disease,Disease,体虚易倦,体虚易倦,体虚易倦,structured,1,{}
Disease::体重超重,Disease,Disease,体重超重,体重超重,体重超重,structured,1,{}
Disease::佝偻病,Disease,Disease,佝偻病,佝偻病,佝偻病|软骨病,pdf|structured,10,{}
Disease::侵袭性大细胞非霍奇金淋巴瘤,Disease,Disease,侵袭性大细胞非霍奇金淋巴瘤,侵袭性大细胞非霍奇金淋巴瘤,侵袭性大细胞非霍奇金淋巴瘤,pdf,1,{}
Disease::侵袭性应激反应,Disease,Disease,侵袭性应激反应,侵袭性应激反应,侵袭性应激反应,structured,2,{}
Disease::侵袭性曲霉病,Disease,Disease,侵袭性曲霉病,侵袭性曲霉病,侵袭性曲霉病,pdf|unstructured,4,{}
Disease::侵袭性曲霉菌病,Disease,Disease,侵袭性曲霉菌病,侵袭性曲霉菌病,侵袭性曲霉菌病,pdf,5,{}
Disease::侵袭性真菌感染,Disease,Disease,侵袭性真菌感染,侵袭性真菌感染,侵袭性真菌感染,pdf|unstructured,4,{}
Disease::侵袭性真菌病,Disease,Disease,侵袭性真菌病,侵袭性真菌病,侵袭性真菌病,pdf|unstructured,3,{}
Disease::侵袭性肺曲霉病,Disease,Disease,侵袭性肺曲霉病,侵袭性肺曲霉病,侵袭性肺曲霉病,pdf,2,{}
Disease::侵袭性肺曲霉菌感染,Disease,Disease,侵袭性肺曲霉菌感染,侵袭性肺曲霉菌感染,侵袭性肺曲霉菌感染,pdf,1,{}
Disease::侵袭性肺真菌感染,Disease,Disease,侵袭性肺真菌感染,侵袭性肺真菌感染,侵袭性肺真菌感染,pdf,1,{}
Disease::便秘,Disease,Disease,便秘,便秘,便秘|急慢性便秘,structured,7,{}
Disease::便血,Disease,Disease,便血,便血,便血,structured,1,{}
Disease::倒班工作引起的睡眠障碍,Disease,Disease,倒班工作引起的睡眠障碍,倒班工作引起的睡眠障碍,倒班工作引起的睡眠障碍,pdf,2,{}
Disease::倒班工作睡眠障碍,Disease,Disease,倒班工作睡眠障碍,倒班工作睡眠障碍,SWSD|倒班工作睡眠障碍,pdf,1,{}
Disease::假性醛固酮增多症,Disease,Disease,假性醛固酮增多症,假性醛固酮增多症,假性醛固酮增多症,unstructured,1,{}
Disease::偏头痛,Disease,Disease,偏头痛,偏头痛,偏头痛,pdf|structured,14,{}
Disease::健忘症,Disease,Disease,健忘症,健忘症,健忘症,structured,1,{}
Disease::催产,Disease,Disease,催产,催产,催产,structured,1,{}
Disease::催眠药物中毒,Disease,Disease,催眠药物中毒,催眠药物中毒,催眠药物中毒,structured,1,{}
Disease::儿童多系统炎症综合征,Disease,Disease,儿童多系统炎症综合征,儿童多系统炎症综合征,儿童多系统炎症综合征,unstructured,1,{}
Disease::儿童急性支气管炎,Disease,Disease,儿童急性支气管炎,儿童急性支气管炎,儿童急性支气管炎,pdf,1,{}
Disease::儿童慢性特发性荨麻疹,Disease,Disease,儿童慢性特发性荨麻疹,儿童慢性特发性荨麻疹,儿童慢性特发性荨麻疹,pdf,1,{}
Disease::儿童抑郁症,Disease,Disease,儿童抑郁症,儿童抑郁症,儿童抑郁症,pdf,1,{}
Disease::儿童智能发育迟缓,Disease,Disease,儿童智能发育迟缓,儿童智能发育迟缓,儿童智能发育迟缓,structured,1,{}
Disease::充血型心力衰竭,Disease,Disease,充血型心力衰竭,充血型心力衰竭,充血型心力衰竭,unstructured,1,{}
Disease::充血性心力衰竭,Disease,Disease,充血性心力衰竭,充血性心力衰竭,CHF|充血性心力衰竭,pdf|structured|unstructured,36,{}
Disease::充血性心衰,Disease,Disease,充血性心衰,充血性心衰,充血性心衰,pdf|structured,2,{}
Disease::先兆性偏头痛,Disease,Disease,先兆性偏头痛,先兆性偏头痛,先兆性偏头痛,structured,1,{}
Disease::先兆早产,Disease,Disease,先兆早产,先兆早产,先兆早产,structured,1,{}
Disease::先兆流产,Disease,Disease,先兆流产,先兆流产,先兆流产,structured,3,{}
Disease::先天性qt间期延长,Disease,Disease,先天性QT间期延长,先天性qt间期延长,先天性QT间期延长,unstructured,2,{}
Disease::先天性心脏病,Disease,Disease,先天性心脏病,先天性心脏病,先天性心脏病,pdf|structured,7,{}
Disease::先天性心脏病合并肺动脉高压,Disease,Disease,先天性心脏病合并肺动脉高压,先天性心脏病合并肺动脉高压,先天性心脏病合并肺动脉高压,pdf,1,{}
Disease::先天性肾上腺增生症,Disease,Disease,先天性肾上腺增生症,先天性肾上腺增生症,先天性肾上腺增生症,structured,2,{}
Disease::先天性肾上腺皮质增生症,Disease,Disease,先天性肾上腺皮质增生症,先天性肾上腺皮质增生症,先天性肾上腺皮质增生症,structured,1,{}
Disease::克罗恩病,Disease,Disease,克罗恩病,克罗恩病,CD|克罗恩病,pdf,3,{}
Disease::克雷伯氏肺炎杆菌感染,Disease,Disease,克雷伯氏肺炎杆菌感染,克雷伯氏肺炎杆菌感染,克雷伯氏肺炎杆菌感染,structured,2,{}
Disease::克雷伯菌属感染,Disease,Disease,克雷伯菌属感染,克雷伯菌属感染,克雷伯菌属感染,structured,1,{}
Disease::免疫性复发性流产,Disease,Disease,免疫性复发性流产,免疫性复发性流产,免疫性复发性流产,pdf,1,{}
Disease::免疫性血小板减少症,Disease,Disease,免疫性血小板减少症,免疫性血小板减少症,免疫性血小板减少症,pdf,1,{}
Disease::免疫球蛋白g亚型缺陷病,Disease,Disease,免疫球蛋白G亚型缺陷病,免疫球蛋白g亚型缺陷病,免疫球蛋白G亚型缺陷病,structured,2,{}
Disease::免疫缺陷者感染,Disease,Disease,免疫缺陷者感染,免疫缺陷者感染,免疫缺陷者感染,structured,1,{}
Disease::免疫重建综合征,Disease,Disease,免疫重建综合征,免疫重建综合征,免疫重建综合征,structured,1,{}
Disease::兔热病,Disease,Disease,兔热病,兔热病,兔热病,structured,2,{}
Disease::全身强直阵挛性发作,Disease,Disease,全身强直-阵挛性发作,全身强直阵挛性发作,全身强直-阵挛性发作,pdf,1,{}
Disease::全身性栓塞,Disease,Disease,全身性栓塞,全身性栓塞,全身性栓塞,pdf|structured|unstructured,5,{}
Disease::全身性栓塞事件,Disease,Disease,全身性栓塞事件,全身性栓塞事件,SEE|全身性栓塞事件,structured,1,{}
Disease::全身性癫痫,Disease,Disease,全身性癫痫,全身性癫痫,全身性癫痫,structured,1,{}
Disease::全身性血栓栓塞,Disease,Disease,全身性血栓栓塞,全身性血栓栓塞,全身性血栓栓塞,pdf,1,{}
Disease::全身感染,Disease,Disease,全身感染,全身感染,全身感染,unstructured,1,{}
Disease::全身栓塞,Disease,Disease,全身栓塞,全身栓塞,全身栓塞,pdf|unstructured,2,{}
Disease::全身痛,Disease,Disease,全身痛,全身痛,全身痛,structured,3,{}
Disease::全身麻醉,Disease,Disease,全身麻醉,全身麻醉,全身麻醉,structured,3,{}
Disease::关节强直,Disease,Disease,关节强直,关节强直,关节强直,pdf,1,{}
Disease::关节炎,Disease,Disease,关节炎,关节炎,关节炎,pdf|structured,3,{}
Disease::关节疼痛,Disease,Disease,关节疼痛,关节疼痛,关节疼痛,unstructured,1,{}
Disease::关节病,Disease,Disease,关节病,关节病,关节病,structured,1,{}
Disease::关节痛,Disease,Disease,关节痛,关节痛,关节痛,structured,7,{}
Disease::关节腔造影,Disease,Disease,关节腔造影,关节腔造影,关节腔造影,structured,1,{}
Disease::其他假单胞菌感染,Disease,Disease,其他假单胞菌感染,其他假单胞菌感染,其他假单胞菌感染,structured,1,{}
Disease::其他原因关节炎,Disease,Disease,其他原因关节炎,其他原因关节炎,其他原因关节炎,structured,1,{}
Disease::其他感染,Disease,Disease,其他感染,其他感染,其他感染,structured,4,{}
Disease::其他疾病,Disease,Disease,其他疾病,其他疾病,其他疾病,structured,1,{}
Disease::其他类型癫痫,Disease,Disease,其他类型癫痫,其他类型癫痫,其他类型癫痫,structured,1,{}
Disease::其他结缔组织疾病,Disease,Disease,其他结缔组织疾病,其他结缔组织疾病,其他结缔组织疾病,structured,1,{}
Disease::典型心绞痛,Disease,Disease,典型心绞痛,典型心绞痛,典型心绞痛,pdf,1,{}
Disease::典型性偏头痛,Disease,Disease,典型性偏头痛,典型性偏头痛,典型性偏头痛,structured,1,{}
Disease::内伤湿滞,Disease,Disease,内伤湿滞,内伤湿滞,内伤湿滞,unstructured,1,{}
Disease::内分泌平衡障碍,Disease,Disease,内分泌平衡障碍,内分泌平衡障碍,内分泌平衡障碍,structured,1,{}
Disease::内分泌性突眼症,Disease,Disease,内分泌性突眼症,内分泌性突眼症,内分泌性突眼症,pdf,1,{}
Disease::内分泌性阳痿,Disease,Disease,内分泌性阳痿,内分泌性阳痿,内分泌性阳痿,structured,1,{}
Disease::内毒素血症,Disease,Disease,内毒素血症,内毒素血症,内毒素血症,structured,1,{}
Disease::内毒素败血症,Disease,Disease,内毒素败血症,内毒素败血症,内毒素败血症,structured,1,{}
Disease::内源性生长激素分泌不足,Disease,Disease,内源性生长激素分泌不足,内源性生长激素分泌不足,内源性生长激素分泌不足,structured,1,{}
Disease::内热炽盛,Disease,Disease,内热炽盛,内热炽盛,内热炽盛,structured,1,{}
Disease::内痔,Disease,Disease,内痔,内痔,内痔,structured,1,{}
Disease::内窥镜逆行性胰胆管造影ercp,Disease,Disease,内窥镜逆行性胰胆管造影（ERCP）,内窥镜逆行性胰胆管造影ercp,内窥镜逆行性胰胆管造影（ERCP）,structured,1,{}
Disease::内耳眩晕症,Disease,Disease,内耳眩晕症,内耳眩晕症,内耳眩晕症,structured,1,{}
Disease::内脏下垂,Disease,Disease,内脏下垂,内脏下垂,内脏下垂,structured,3,{}
Disease::内脏动脉疾病,Disease,Disease,内脏动脉疾病,内脏动脉疾病,内脏动脉疾病,structured,2,{}
Disease::内脏痛,Disease,Disease,内脏痛,内脏痛,内脏痛|消化系统疾病引起的内脏痛,structured,1,{}
Disease::内脏绞痛,Disease,Disease,内脏绞痛,内脏绞痛,内脏绞痛,structured,2,{}
Disease::内脏肿瘤,Disease,Disease,内脏肿瘤,内脏肿瘤,内脏肿瘤,unstructured,1,{}
Disease::内郁化火,Disease,Disease,内郁化火,内郁化火,内郁化火,structured,1,{}
Disease::内镜检查,Disease,Disease,内镜检查,内镜检查,内镜检查|胃、十二指肠、结肠内镜检查,structured,1,{}
Disease::内镜检查术前准备,Disease,Disease,内镜检查术前准备,内镜检查术前准备,内镜检查术前准备|胃、十二指肠、结肠内镜检查的术前准备,structured,1,{}
Disease::内镜逆行胰胆管造影,Disease,Disease,内镜逆行胰胆管造影,内镜逆行胰胆管造影,内镜逆行胰胆管造影,structured,2,{}
Disease::再灌注性心律失常,Disease,Disease,再灌注性心律失常,再灌注性心律失常,再灌注性心律失常,pdf,1,{}
Disease::再生障碍性贫血,Disease,Disease,再生障碍性贫血,再生障碍性贫血,再生障碍性贫血,pdf,2,{}
Disease::冠周炎,Disease,Disease,冠周炎,冠周炎,冠周炎,structured,1,{}
Disease::冠心病,Disease,Disease,冠心病,冠心病,冠心病,pdf|structured|unstructured,72,{}
Disease::冠心病心绞痛,Disease,Disease,冠心病心绞痛,冠心病心绞痛,冠心病心绞痛,pdf|structured,9,{}
Disease::冠心病稳定型心绞痛,Disease,Disease,冠心病稳定型心绞痛,冠心病稳定型心绞痛,冠心病稳定型心绞痛,structured,1,{}
Disease::冠心病等危症,Disease,Disease,冠心病等危症,冠心病等危症,冠心病等危症,structured,1,{}
Disease::冠状动脉疾病,Disease,Disease,冠状动脉疾病,冠状动脉疾病,冠状动脉疾病,pdf|structured,9,{}
Disease::冠状动脉痉挛,Disease,Disease,冠状动脉痉挛,冠状动脉痉挛,冠状动脉痉挛,structured,1,{}
Disease::冠状动脉痉挛引起的心绞痛,Disease,Disease,冠状动脉痉挛引起的心绞痛,冠状动脉痉挛引起的心绞痛,冠状动脉痉挛引起的心绞痛,structured,1,{}
Disease::冠状动脉粥样硬化,Disease,Disease,冠状动脉粥样硬化,冠状动脉粥样硬化,冠状动脉粥样硬化,pdf,1,{}
Disease::冠状动脉粥样硬化性心脏病,Disease,Disease,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病,pdf|structured,5,{}
Disease::冠状动脉缺血,Disease,Disease,冠状动脉缺血,冠状动脉缺血,冠状动脉缺血,structured,1,{}
Disease::冠状动脉血管痉挛,Disease,Disease,冠状动脉血管痉挛,冠状动脉血管痉挛,冠状动脉血管痉挛,unstructured,1,{}
Disease::冠状动脉血运重建术后,Disease,Disease,冠状动脉血运重建术后,冠状动脉血运重建术后,冠状动脉血运重建术后,unstructured,1,{}
Disease::冠状病毒感染,Disease,Disease,冠状病毒感染,冠状病毒感染,冠状病毒感染,pdf,1,{}
Disease::冠脉缺血综合征,Disease,Disease,冠脉缺血综合征,冠脉缺血综合征,冠脉缺血综合征,structured,1,{}
Disease::冠脉钙化,Disease,Disease,冠脉钙化,冠脉钙化,冠脉钙化,pdf,1,{}
Disease::出血,Disease,Disease,出血,出血,出血,pdf|structured,3,{}
Disease::出血性疾病,Disease,Disease,出血性疾病,出血性疾病,出血性疾病,structured,1,{}
Disease::出血性胃炎,Disease,Disease,出血性胃炎,出血性胃炎,出血性胃炎,structured,3,{}
Disease::出血性脑梗塞,Disease,Disease,出血性脑梗塞,出血性脑梗塞,出血性脑梗塞,unstructured,2,{}
Disease::分裂情感性精神病,Disease,Disease,分裂-情感性精神病,分裂情感性精神病,分裂-情感性精神病,unstructured,2,{}
Disease::分裂样情感性精神病,Disease,Disease,分裂样情感性精神病,分裂样情感性精神病,分裂样情感性精神病,pdf,2,{}
Disease::分解代谢,Disease,Disease,分解代谢,分解代谢,分解代谢,structured,1,{}
Disease::创伤,Disease,Disease,创伤,创伤,创伤,structured,1,{}
Disease::创伤失血性休克,Disease,Disease,创伤失血性休克,创伤失血性休克,创伤失血性休克,pdf,1,{}
Disease::创伤性疼痛,Disease,Disease,创伤性疼痛,创伤性疼痛,创伤性疼痛,structured,3,{}
Disease::创伤或手术后的肿痛或炎症,Disease,Disease,创伤或手术后的肿痛或炎症,创伤或手术后的肿痛或炎症,创伤或手术后的肿痛或炎症,structured,1,{}
Disease::创伤风湿性关节炎,Disease,Disease,创伤风湿性关节炎,创伤风湿性关节炎,创伤风湿性关节炎,structured,1,{}
Disease::创面,Disease,Disease,创面,创面,创面,structured,1,{}
Disease::初发生殖器疱疹病毒感染,Disease,Disease,初发生殖器疱疹病毒感染,初发生殖器疱疹病毒感染,初发生殖器疱疹病毒感染,structured,1,{}
